barrio,comuna,latitud,longitud,id
Liniers,9.0,-34.644874,-58.528726,19866
Villa Devoto,11.0,-34.588272,-58.508666,19867
Mataderos,9.0,-34.658707,-58.489868,19868
Villa Lugano,8.0,-34.665059,-58.489302,19869
Villa Lugano,8.0,-34.669564,-58.482061,19870
Villa Lugano,8.0,-34.672776,-58.481169,19871
Floresta,10.0,-34.63233,-58.479236,19872
Villa Santa Rita,11.0,-34.616425,-58.477421,19873
Villa Del Parque,11.0,-34.603816,-58.476807,19874
Villa Riachuelo,8.0,-34.684528,-58.475948,19875
Villa Gral. Mitre,11.0,-34.617796,-58.469094,19876
Flores,7.0,-34.628137,-58.465288,19877
Villa Gral. Mitre,11.0,-34.608261,-58.463856,19878
Nuñez,13.0,-34.552578,-58.462703,19879
Nuñez,13.0,-34.55125,-58.460113,19880
Belgrano,13.0,-34.554952,-58.454303,19881
Chacarita,15.0,-34.58327,-58.452615,19882
Caballito,6.0,-34.63004,-58.451808,19883
Villa Soldati,8.0,-34.665633,-58.448475,19884
Flores,7.0,-34.644482,-58.446105,19885
Palermo,14.0,-34.569288,-58.445983,19886
Caballito,6.0,-34.608454,-58.443551,19887
Caballito,6.0,-34.608482,-58.443498,19888
Belgrano,13.0,-34.559878,-58.443386,19889
Villa Soldati,8.0,-34.66695,-58.440767,19890
Flores,7.0,-34.650266,-58.440309,19891
Caballito,6.0,-34.608787,-58.438846,19892
Almagro,5.0,-34.614093,-58.417755,19893
Almagro,5.0,-34.603428,-58.417608,19894
Boedo,5.0,-34.63425,-58.416219,19895
Balvanera,3.0,-34.603123,-58.408584,19896
Recoleta,2.0,-34.593194,-58.40812,19897
Balvanera,3.0,-34.616283,-58.407978,19898
Balvanera,3.0,-34.599661,-58.406834,19899
Balvanera,3.0,-34.612813,-58.406545,19900
Recoleta,2.0,-34.583675,-58.402403,19901
Recoleta,2.0,-34.593328,-58.401852,19902
Balvanera,3.0,-34.610882,-58.394852,19903
Recoleta,2.0,-34.589703,-58.388205,19904
Retiro,1.0,-34.598079,-58.384101,19905
Constitución,1.0,-34.618512,-58.383176,19906
Barracas,4.0,-34.649126,-58.378795,19907
Barracas,4.0,-34.647757,-58.375232,19908
Barracas,4.0,-34.628661,-58.37212,19909
Boca,4.0,-34.639208,-58.369279,19910
Monte Castro,10.0,-34.616642,-58.511227,19911
Villa Urquiza,12.0,-34.568429,-58.500566,19912
Villa Urquiza,12.0,-34.569515,-58.48995,19913
Villa Urquiza,12.0,-34.575838,-58.488118,19914
Villa Del Parque,11.0,-34.606594,-58.487288,19915
Villa Del Parque,11.0,-34.600386,-58.481701,19916
Parque Avellaneda,9.0,-34.656172,-58.479617,19917
Parque Avellaneda,9.0,-34.661707,-58.473773,19918
Nuñez,13.0,-34.557877,-58.467242,19919
Nuñez,13.0,-34.552981,-58.465151,19920
Flores,7.0,-34.616961,-58.460916,19921
Flores,7.0,-34.652288,-58.45936,19922
Chacarita,15.0,-34.578601,-58.457541,19923
Villa Soldati,8.0,-34.659557,-58.450078,19924
Flores,7.0,-34.643623,-58.445185,19925
Villa Crespo,15.0,-34.594616,-58.443214,19926
Flores,7.0,-34.649375,-58.441877,19927
Villa Crespo,15.0,-34.600191,-58.435496,19928
Caballito,6.0,-34.622735,-58.430657,19929
Caballito,6.0,-34.625467,-58.429641,19930
Palermo,14.0,-34.574274,-58.426912,19931
Palermo,14.0,-34.593742,-58.423993,19932
Almagro,5.0,-34.610987,-58.422468,19933
Palermo,14.0,-34.588883,-58.41604,19934
Boedo,5.0,-34.622973,-58.412047,19935
Palermo,14.0,-34.578396,-58.407913,19936
San Cristóbal,3.0,-34.624559,-58.407815,19937
Recoleta,2.0,-34.588888,-58.405236,19938
Parque Patricios,4.0,-34.642596,-58.404907,19939
Parque Patricios,4.0,-34.645822,-58.401795,19940
Parque Patricios,4.0,-34.635878,-58.397289,19941
Balvanera,3.0,-34.601432,-58.397165,19942
Recoleta,2.0,-34.592021,-58.393548,19943
Recoleta,2.0,-34.597231,-58.393198,19944
Constitución,1.0,-34.621404,-58.389662,19945
Constitución,1.0,-34.621382,-58.388758,19946
Retiro,1.0,-34.597658,-58.37837,19947
San Nicolás,1.0,-34.600882,-58.378235,19948
Barracas,4.0,-34.638169,-58.371234,19949
Mataderos,9.0,-34.669903,-58.500298,19950
Monte Castro,10.0,-34.614579,-58.498847,19951
Villa Lugano,8.0,-34.671708,-58.493567,19952
Saavedra,12.0,-34.559937,-58.489071,19953
Villa Santa Rita,11.0,-34.609276,-58.481349,19954
Villa Del Parque,11.0,-34.598874,-58.48099,19955
Saavedra,12.0,-34.54868,-58.480341,19956
Mataderos,9.0,-34.658395,-58.479631,19957
Parque Avellaneda,9.0,-34.65709,-58.479195,19958
Floresta,10.0,-34.631319,-58.478646,19959
Villa Gral. Mitre,11.0,-34.608326,-58.476774,19960
Villa Ortuzar,15.0,-34.578166,-58.475486,19961
Parque Avellaneda,9.0,-34.642629,-58.471392,19962
Villa Ortuzar,15.0,-34.575821,-58.471061,19963
Parque Avellaneda,9.0,-34.650035,-58.469643,19964
Belgrano,13.0,-34.561802,-58.464001,19965
Flores,7.0,-34.644493,-58.456043,19966
Caballito,6.0,-34.627696,-58.452251,19967
Flores,7.0,-34.645845,-58.451161,19968
Flores,7.0,-34.646232,-58.450631,19969
Parque Chacabuco,7.0,-34.636072,-58.449683,19970
Villa Soldati,8.0,-34.662284,-58.448705,19971
Villa Soldati,8.0,-34.667418,-58.446785,19972
Parque Chacabuco,7.0,-34.629654,-58.438814,19973
Palermo,14.0,-34.587745,-58.438734,19974
Parque Chacabuco,7.0,-34.637417,-58.438124,19975
Palermo,14.0,-34.590497,-58.433004,19976
Caballito,6.0,-34.609876,-58.431549,19977
Caballito,6.0,-34.620255,-58.429725,19978
Parque Chacabuco,7.0,-34.640861,-58.427426,19979
Almagro,5.0,-34.603783,-58.424193,19980
Nueva Pompeya,4.0,-34.652231,-58.423482,19981
Boedo,5.0,-34.625522,-58.423002,19982
Palermo,14.0,-34.58088,-58.422326,19983
Nueva Pompeya,4.0,-34.643924,-58.421955,19984
Almagro,5.0,-34.616664,-58.419166,19985
Palermo,14.0,-34.592772,-58.418061,19986
Palermo,14.0,-34.566579,-58.4179,19987
Palermo,14.0,-34.595596,-58.416508,19988
Palermo,14.0,-34.586418,-58.415937,19989
Nueva Pompeya,4.0,-34.641405,-58.414912,19990
Palermo,14.0,-34.577584,-58.409358,19991
Balvanera,3.0,-34.605438,-58.407348,19992
Balvanera,3.0,-34.609442,-58.404672,19993
Recoleta,2.0,-34.597935,-58.403454,19994
Parque Patricios,4.0,-34.635733,-58.398273,19995
Recoleta,2.0,-34.597192,-58.398067,19996
Balvanera,3.0,-34.615876,-58.395137,19997
Barracas,4.0,-34.632513,-58.372637,19998
Retiro,1.0,-34.584812,-58.370487,19999
Boca,4.0,-34.638073,-58.369493,20000
Boca,4.0,-34.637544,-58.359392,20001
Boca,4.0,-34.636282,-58.358204,20002
Boca,4.0,-34.637592,-58.35626,20003
Liniers,9.0,-34.646734,-58.527178,20004
Mataderos,9.0,-34.659282,-58.517778,20005
Liniers,9.0,-34.651236,-58.514014,20006
Mataderos,9.0,-34.658137,-58.513477,20007
Villa Pueyrredón,12.0,-34.576518,-58.509163,20008
Villa Devoto,11.0,-34.593441,-58.506255,20009
Monte Castro,10.0,-34.611998,-58.499542,20010
Floresta,10.0,-34.624243,-58.493889,20011
Villa Del Parque,11.0,-34.608134,-58.493612,20012
Saavedra,12.0,-34.549684,-58.492412,20013
Villa Del Parque,11.0,-34.609307,-58.490535,20014
Villa Del Parque,11.0,-34.609058,-58.488854,20015
Villa Santa Rita,11.0,-34.611871,-58.480931,20016
Paternal,15.0,-34.603486,-58.474119,20017
Parque Avellaneda,9.0,-34.642403,-58.471747,20018
Flores,7.0,-34.633212,-58.463758,20019
Flores,7.0,-34.642848,-58.460825,20020
Caballito,6.0,-34.612108,-58.455022,20021
Villa Soldati,8.0,-34.658843,-58.454196,20022
Parque Chacabuco,7.0,-34.637088,-58.45088,20023
Parque Chacabuco,7.0,-34.635769,-58.449768,20024
Villa Soldati,8.0,-34.665529,-58.4492,20025
Belgrano,13.0,-34.557196,-58.446232,20026
Flores,7.0,-34.642297,-58.443579,20027
Villa Crespo,15.0,-34.602642,-58.443006,20028
Belgrano,13.0,-34.554977,-58.439906,20029
Parque Chacabuco,7.0,-34.629343,-58.433515,20030
Parque Chacabuco,7.0,-34.628782,-58.431027,20031
Palermo,14.0,-34.585559,-58.423167,20032
Boedo,5.0,-34.635948,-58.42189,20033
Palermo,14.0,-34.588041,-58.419941,20034
Boedo,5.0,-34.623426,-58.414349,20035
Palermo,14.0,-34.589322,-58.412763,20036
Almagro,5.0,-34.60121,-58.412567,20037
Boedo,5.0,-34.626488,-58.412004,20038
Balvanera,3.0,-34.59935,-58.409814,20039
Recoleta,2.0,-34.591357,-58.409547,20040
Parque Patricios,4.0,-34.636401,-58.40815,20041
Parque Patricios,4.0,-34.637477,-58.40814,20042
Nueva Pompeya,4.0,-34.658483,-58.404759,20043
Balvanera,3.0,-34.599236,-58.403781,20044
Nueva Pompeya,4.0,-34.656323,-58.403701,20045
Balvanera,3.0,-34.60679,-58.400765,20046
Balvanera,3.0,-34.609711,-58.400098,20047
San Cristóbal,3.0,-34.621828,-58.397846,20048
Barracas,4.0,-34.651325,-58.392923,20049
Recoleta,2.0,-34.594589,-58.390052,20050
Constitución,1.0,-34.626313,-58.389954,20051
Constitución,1.0,-34.619115,-58.381517,20052
Retiro,1.0,-34.59505,-58.378859,20053
Barracas,4.0,-34.639754,-58.374292,20054
Retiro,1.0,-34.597316,-58.3726,20055
San Telmo,1.0,-34.621695,-58.370297,20056
Monserrat,1.0,-34.607405,-58.367767,20057
Boca,4.0,-34.631611,-58.359725,20058
Boca,4.0,-34.63652,-58.358062,20059
Versalles,10.0,-34.634681,-58.526916,20060
Liniers,9.0,-34.648298,-58.526569,20061
Monte Castro,10.0,-34.624763,-58.51805,20062
Villa Pueyrredón,12.0,-34.578611,-58.514228,20063
Villa Devoto,11.0,-34.61414,-58.510833,20064
Liniers,9.0,-34.647956,-58.510155,20065
Villa Devoto,11.0,-34.595931,-58.509913,20066
Mataderos,9.0,-34.649353,-58.506568,20067
Vélez Sársfield,10.0,-34.628323,-58.506301,20068
Mataderos,9.0,-34.666166,-58.505494,20069
Villa Devoto,11.0,-34.61085,-58.505267,20070
Mataderos,9.0,-34.65414,-58.505135,20071
Mataderos,9.0,-34.662618,-58.503214,20072
Mataderos,9.0,-34.651213,-58.500297,20073
Floresta,10.0,-34.622379,-58.493088,20074
Villa Lugano,8.0,-34.681666,-58.490242,20075
Villa Urquiza,12.0,-34.573112,-58.48788,20076
Villa Lugano,8.0,-34.662024,-58.476628,20077
Villa Gral. Mitre,11.0,-34.611418,-58.476023,20078
Coghlan,12.0,-34.55948,-58.472954,20079
Villa Riachuelo,8.0,-34.688384,-58.472525,20080
Flores,7.0,-34.625755,-58.469323,20081
Flores,7.0,-34.624007,-58.468052,20082
Belgrano,13.0,-34.5631,-58.463157,20083
Belgrano,13.0,-34.556184,-58.461877,20084
Flores,7.0,-34.644349,-58.459175,20085
Belgrano,13.0,-34.562063,-58.458205,20086
Flores,7.0,-34.645057,-58.45667,20087
Flores,7.0,-34.650193,-58.454192,20088
Villa Soldati,8.0,-34.668927,-58.444814,20089
Parque Chacabuco,7.0,-34641,-58.440443,20090
Villa Crespo,15.0,-34.602208,-58.438642,20091
Parque Chacabuco,7.0,-34.628528,-58.436799,20092
Caballito,6.0,-34.618025,-58.435652,20093
Villa Crespo,15.0,-34.600947,-58.435298,20094
Villa Soldati,8.0,-34.664322,-58.431828,20095
Almagro,5.0,-34.602575,-58.430167,20096
Parque Chacabuco,7.0,-34.63661,-58.429771,20097
Almagro,5.0,-34.608703,-58.426186,20098
Almagro,5.0,-34.609669,-58.42389,20099
Almagro,5.0,-34.609721,-58.417307,20100
Almagro,5.0,-34.602195,-58.415455,20101
Boedo,5.0,-34.623078,-58.414806,20102
Balvanera,3.0,-34.609365,-58.411728,20103
Parque Patricios,4.0,-34.631622,-58.410929,20104
Nueva Pompeya,4.0,-34.650824,-58.407777,20105
Balvanera,3.0,-34.610389,-58.406058,20106
Palermo,14.0,-34.583111,-58.401871,20107
Balvanera,3.0,-34.613265,-58.401453,20108
Parque Patricios,4.0,-34.635136,-58.401035,20109
Balvanera,3.0,-34.606068,-58.39934,20110
Recoleta,2.0,-34.585762,-58.39912,20111
San Cristóbal,3.0,-34.625586,-58.395739,20112
Balvanera,3.0,-34.610457,-58.394605,20113
Balvanera,3.0,-34.604394,-58.394396,20114
Recoleta,2.0,-34.595189,-58.392252,20115
Balvanera,3.0,-34.608662,-58.392097,20116
Barracas,4.0,-34.660842,-58.39143,20117
San Nicolás,1.0,-34.60783,-58.388328,20118
San Nicolás,1.0,-34.602636,-58.382945,20119
Constitución,1.0,-34.623776,-58.378506,20120
Retiro,1.0,-34.584186,-58.377661,20121
Constitución,1.0,-34.626454,-58.377554,20122
San Telmo,1.0,-34.626319,-58.373983,20123
Barracas,4.0,-34.637737,-58.373553,20124
San Nicolás,1.0,-34.600868,-58.373189,20125
Barracas,4.0,-34.630372,-58.371796,20126
San Telmo,1.0,-34.628649,-58.370614,20127
Villa Luro,10.0,-34.627439,-58.513722,20128
Villa Urquiza,12.0,-34.568903,-58.501333,20129
Villa Del Parque,11.0,-34.601251,-58.496983,20130
Vélez Sársfield,10.0,-34.631906,-58.491911,20131
Parque Avellaneda,9.0,-34.644935,-58.490437,20132
Vélez Sársfield,10.0,-34.639537,-58.487755,20133
Parque Avellaneda,9.0,-34.647605,-58.487338,20134
Saavedra,12.0,-34.553412,-58.48726,20135
Saavedra,12.0,-34.550035,-58.484995,20136
Villa Santa Rita,11.0,-34.615794,-58.484427,20137
Villa Lugano,8.0,-34.66064,-58.480995,20138
Villa Lugano,8.0,-34.679118,-58.47298,20139
Flores,7.0,-34.642424,-58.464487,20140
Villa Gral. Mitre,11.0,-34.610162,-58.46285,20141
Villa Lugano,8.0,-34.687771,-58.461323,20142
Colegiales,13.0,-34.57822,-58.460094,20143
Colegiales,13.0,-34.57404,-58.455088,20144
Belgrano,13.0,-34.566046,-58.454073,20145
Caballito,6.0,-34.625076,-58.45177,20146
Chacarita,15.0,-34.580715,-58.451022,20147
Villa Crespo,15.0,-34.600618,-58.443795,20148
Caballito,6.0,-34.621113,-58.442891,20149
Belgrano,13.0,-34.554887,-58.440952,20150
Flores,7.0,-34.647733,-58.440232,20151
Villa Crespo,15.0,-34.599657,-58.439164,20152
Caballito,6.0,-34.619747,-58.431273,20153
Almagro,5.0,-34.601367,-58.429951,20154
Parque Chacabuco,7.0,-34.630925,-58.429399,20155
Almagro,5.0,-34.617874,-58.419544,20156
Almagro,5.0,-34.600452,-58.416148,20157
Palermo,14.0,-34.579479,-58.413703,20158
Nueva Pompeya,4.0,-34.653829,-58.410577,20159
Recoleta,2.0,-34.59162,-58.410056,20160
Balvanera,3.0,-34.614024,-58.409727,20161
Recoleta,2.0,-34.595273,-58.408086,20162
Balvanera,3.0,-34.604851,-58.407901,20163
Balvanera,3.0,-34.600774,-58.407753,20164
Nueva Pompeya,4.0,-34.650511,-58.40772,20165
Balvanera,3.0,-34.604688,-58.405688,20166
Balvanera,3.0,-34.601772,-58.405063,20167
Nueva Pompeya,4.0,-34.654519,-58.404846,20168
Parque Patricios,4.0,-34.634051,-58.397987,20169
Recoleta,2.0,-34.597338,-58.397667,20170
Recoleta,2.0,-34.595805,-58.39745,20171
Balvanera,3.0,-34.613962,-58.39479,20172
San Cristóbal,3.0,-34.621838,-58.391645,20173
Barracas,4.0,-34.647895,-58.384472,20174
Retiro,1.0,-34.595361,-58.381492,20175
Retiro,1.0,-34.597474,-58.379792,20176
Barracas,4.0,-34.637996,-58.374808,20177
Barracas,4.0,-34.637064,-58.374356,20178
Barracas,4.0,-34.636145,-58.373729,20179
Barracas,4.0,-34.631638,-58.37261,20180
Monserrat,1.0,-34.609137,-58.369494,20181
Villa Real,10.0,-34.615077,-58.528144,20182
Mataderos,9.0,-34.651614,-58.507977,20183
Villa Del Parque,11.0,-34.602378,-58.506165,20184
Villa Devoto,11.0,-34.597961,-58.500885,20185
Villa Del Parque,11.0,-34.602265,-58.490739,20186
Parque Avellaneda,9.0,-34.644804,-58.488253,20187
Saavedra,12.0,-34.555004,-58.483955,20188
Parque Avellaneda,9.0,-34.652976,-58.481368,20189
Mataderos,9.0,-34.658865,-58.481291,20190
Villa Lugano,8.0,-34.670542,-58.479671,20191
Floresta,10.0,-34.631338,-58.479629,20192
Villa Lugano,8.0,-34.681817,-58.466792,20193
Villa Gral. Mitre,11.0,-34.605655,-58.463753,20194
Villa Ortuzar,15.0,-34.585134,-58.462057,20195
Flores,7.0,-34.642921,-58.460716,20196
Chacarita,15.0,-34.578607,-58.460056,20197
Colegiales,13.0,-34.576061,-58.456718,20198
Flores,7.0,-34.63951,-58.455384,20199
Villa Crespo,15.0,-34.603456,-58.447637,20200
Belgrano,13.0,-34.551937,-58.446819,20201
Caballito,6.0,-34.627219,-58.445273,20202
Parque Chacabuco,7.0,-34.641954,-58.44332,20203
Flores,7.0,-34.642296,-58.442788,20204
Caballito,6.0,-34.61905,-58.441573,20205
Caballito,6.0,-34.619073,-58.440674,20206
Caballito,6.0,-34.627798,-58.432824,20207
Palermo,14.0,-34.578251,-58.430434,20208
Nueva Pompeya,4.0,-34.645232,-58.427509,20209
Boedo,5.0,-34.63531,-58.415973,20210
Recoleta,2.0,-34.59308,-58.411552,20211
Recoleta,2.0,-34.591101,-58.409822,20212
Recoleta,2.0,-34.589526,-58.409655,20213
Nueva Pompeya,4.0,-34.657015,-58.409487,20214
Nueva Pompeya,4.0,-34.653103,-58.406927,20215
Parque Patricios,4.0,-34.631759,-58.405317,20216
San Cristóbal,3.0,-34.625966,-58.403984,20217
Balvanera,3.0,-34.606435,-58.40375,20218
Nueva Pompeya,4.0,-34.653249,-58.403591,20219
Parque Patricios,4.0,-34.62946,-58.402366,20220
Recoleta,2.0,-34.597866,-58.401738,20221
Balvanera,3.0,-34.614668,-58.401289,20222
Recoleta,2.0,-34.595525,-58.398166,20223
Balvanera,3.0,-34.617195,-58.396059,20224
San Cristóbal,3.0,-34.624076,-58.392592,20225
Retiro,1.0,-34.595772,-58.385802,20226
Constitución,1.0,-34.62713,-58.384243,20227
Barracas,4.0,-34.656627,-58.383323,20228
Barracas,4.0,-34.644688,-58.378917,20229
Retiro,1.0,-34.592283,-58.378828,20230
Boca,4.0,-34.645332,-58.366067,20231
Versalles,10.0,-34.631267,-58.525139,20232
Liniers,9.0,-34.639042,-58.517211,20233
Versalles,10.0,-34.630332,-58.515713,20234
Villa Devoto,11.0,-34.599085,-58.509197,20235
Mataderos,9.0,-34.647022,-58.501958,20236
Mataderos,9.0,-34.653112,-58.497496,20237
Mataderos,9.0,-34.649651,-58.492556,20238
Vélez Sársfield,10.0,-34.633388,-58.483585,20239
Villa Del Parque,11.0,-34.608163,-58.482264,20240
Villa Del Parque,11.0,-34.60191,-58.479505,20241
Parque Avellaneda,9.0,-34.645601,-58.474487,20242
Parque Avellaneda,9.0,-34.657618,-58.473056,20243
Villa Lugano,8.0,-34.677452,-58.470146,20244
Flores,7.0,-34.626363,-58.462156,20245
Belgrano,13.0,-34.560977,-58.461715,20246
Villa Crespo,15.0,-34.602923,-58.454041,20247
Chacarita,15.0,-34.586548,-58.452608,20248
Belgrano,13.0,-34.563595,-58.451857,20249
Colegiales,13.0,-34.576127,-58.45086,20250
Parque Chacabuco,7.0,-34.633286,-58.446833,20251
Chacarita,15.0,-34.584666,-58.444588,20252
Villa Crespo,15.0,-34.598497,-58.438905,20253
Flores,7.0,-34.648876,-58.438817,20254
Villa Crespo,15.0,-34.601567,-58.437432,20255
Parque Chacabuco,7.0,-34.636513,-58.436663,20256
Palermo,14.0,-34.567391,-58.436596,20257
Caballito,6.0,-34.606626,-58.432849,20258
Palermo,14.0,-34.590181,-58.428055,20259
Almagro,5.0,-34.600359,-58.42377,20260
Almagro,5.0,-34.616167,-58.42271,20261
Boedo,5.0,-34.62945,-58.419859,20262
Nueva Pompeya,4.0,-34.654148,-58.419563,20263
Palermo,14.0,-34.590226,-58.416788,20264
Balvanera,3.0,-34.611165,-58.413035,20265
Nueva Pompeya,4.0,-34.646695,-58.41256,20266
Nueva Pompeya,4.0,-34.657229,-58.4056,20267
Parque Patricios,4.0,-34.636788,-58.403786,20268
Balvanera,3.0,-34.601121,-58.398942,20269
Balvanera,3.0,-34.607151,-58.396476,20270
Recoleta,2.0,-34.583673,-58.394746,20271
Constitución,1.0,-34.63029,-58.390001,20272
Monserrat,1.0,-34.615389,-58.381437,20273
San Nicolás,1.0,-34.606712,-58.380762,20274
Barracas,4.0,-34.642893,-58.37392,20275
Barracas,4.0,-34.648686,-58.372864,20276
Boca,4.0,-34.627774,-58.365576,20277
Boca,4.0,-34.645197,-58.364012,20278
Villa Del Parque,11.0,-34.600478,-58.503091,20279
Villa Luro,10.0,-34.64214,-58.502001,20280
Villa Del Parque,11.0,-34.598508,-58.499799,20281
Vélez Sársfield,10.0,-34.624026,-58.499585,20282
Villa Urquiza,12.0,-34.569386,-58.498882,20283
Saavedra,12.0,-34.552118,-58.498415,20284
Mataderos,9.0,-34.667931,-58.493609,20285
Mataderos,9.0,-34.658419,-58.489457,20286
Floresta,10.0,-34.626334,-58.486665,20287
Vélez Sársfield,10.0,-34.631482,-58.486499,20288
Villa Lugano,8.0,-34.679357,-58.482662,20289
Floresta,10.0,-34.634645,-58.480378,20290
Villa Lugano,8.0,-34.675425,-58.473424,20291
Flores,7.0,-34.64469,-58.464691,20292
Villa Gral. Mitre,11.0,-34.613303,-58.461209,20293
Villa Soldati,8.0,-34.659151,-58.453719,20294
Flores,7.0,-34.639225,-58.451067,20295
Colegiales,13.0,-34.568248,-58.448547,20296
Parque Chacabuco,7.0,-34.640078,-58.446715,20297
Parque Chacabuco,7.0,-34.632312,-58446,20298
Caballito,6.0,-34.606916,-58.444079,20299
Caballito,6.0,-34.620787,-58.442883,20300
Villa Crespo,15.0,-34.59211,-58.442502,20301
Parque Chacabuco,7.0,-34.632581,-58.43866,20302
Villa Crespo,15.0,-34.603288,-58.438031,20303
Nueva Pompeya,4.0,-34.655732,-58.42438,20304
Boedo,5.0,-34.633163,-58.4203,20305
Boedo,5.0,-34.638736,-58.41883,20306
Palermo,14.0,-34.589274,-58.418806,20307
Palermo,14.0,-34.584657,-58.413408,20308
Boedo,5.0,-34.635195,-58.412176,20309
Palermo,14.0,-34.584655,-58.41174,20310
Balvanera,3.0,-34.609718,-58.411715,20311
Balvanera,3.0,-34.60940615,-58.41050341,20312
Palermo,14.0,-34.585997,-58.408365,20313
Parque Patricios,4.0,-34.643567,-58.405808,20314
Balvanera,3.0,-34.615382,-58.400301,20315
Balvanera,3.0,-34.614355,-58.400132,20316
Balvanera,3.0,-34.60958,-58.398383,20317
Barracas,4.0,-34.651259,-58.397002,20318
Barracas,4.0,-34.660938,-58.391481,20319
Retiro,1.0,-34.59243,-58.380157,20320
Retiro,1.0,-34.597726,-58.37986,20321
Retiro,1.0,-34.594143,-58.379396,20322
Constitución,1.0,-34.625678,-58.378297,20323
Liniers,9.0,-34.637202,-58.525965,20324
Villa Luro,10.0,-34.637173,-58.504413,20325
Mataderos,9.0,-34.657765,-58.50321,20326
Villa Urquiza,12.0,-34.567558,-58.501052,20327
Mataderos,9.0,-34.663141,-58.49954,20328
Vélez Sársfield,10.0,-34.631504,-58.492348,20329
Agronomía,15.0,-34.590541,-58.490891,20330
Villa Luro,10.0,-34.641193,-58.489611,20331
Floresta,10.0,-34.629283,-58.488232,20332
Villa Urquiza,12.0,-34.570896,-58.486072,20333
Villa Santa Rita,11.0,-34.613791,-58.483035,20334
Floresta,10.0,-34.635105,-58.479581,20335
Villa Lugano,8.0,-34.674097,-58.479508,20336
Villa Riachuelo,8.0,-34.687173,-58.479198,20337
Parque Chas,15.0,-34.586989,-58.475647,20338
Villa Soldati,8.0,-34.664581,-58.470219,20339
Villa Gral. Mitre,11.0,-34.605416,-58.46657,20340
Belgrano,13.0,-34.562431,-58.457288,20341
Belgrano,13.0,-34.561202,-58.457247,20342
Flores,7.0,-34.638921,-58.456995,20343
Villa Lugano,8.0,-34.685278,-58.456515,20344
Flores,7.0,-34.629123,-58.455075,20345
Chacarita,15.0,-34.58767,-58.452554,20346
Villa Crespo,15.0,-34.595693,-58.447318,20347
Palermo,14.0,-34.575309,-58.439786,20348
Parque Chacabuco,7.0,-34.635253,-58.43886,20349
Parque Chacabuco,7.0,-34.628859,-58.435578,20350
Caballito,6.0,-34.627751,-58.432501,20351
Palermo,14.0,-34.575284,-58.432326,20352
Nueva Pompeya,4.0,-34.649108,-58.431352,20353
Caballito,6.0,-34.627281,-58.429831,20354
Almagro,5.0,-34.621726,-58.426023,20355
Nueva Pompeya,4.0,-34.646275,-58.424339,20356
Almagro,5.0,-34.606828,-58.416353,20357
Palermo,14.0,-34.597854,-58.416005,20358
Almagro,5.0,-34.615197,-58.414371,20359
Parque Patricios,4.0,-34.635595,-58.409748,20360
Palermo,14.0,-34.580229,-58.409016,20361
Palermo,14.0,-34.582843,-58.408227,20362
Balvanera,3.0,-34.602183,-58.408225,20363
Balvanera,3.0,-34.609206,-58.406307,20364
Parque Patricios,4.0,-34.634406,-58.405928,20365
Parque Patricios,4.0,-34.640833,-58.402949,20366
Balvanera,3.0,-34.613257,-58.402012,20367
Balvanera,3.0,-34.60998,-58.401895,20368
San Cristóbal,3.0,-34.628293,-58.39847,20369
San Cristóbal,3.0,-34.62423,-58.397514,20370
Balvanera,3.0,-34.617516,-58.392148,20371
Constitución,1.0,-34.633929,-58.389522,20372
Monserrat,1.0,-34.61588,-58.38098,20373
Barracas,4.0,-34.640876,-58.375613,20374
Retiro,1.0,-34.594709,-58.372706,20375
Boca,4.0,-34.640381,-58.365149,20376
Boca,4.0,-34.638362,-58.35886,20377
Villa Devoto,11.0,-34.600719,-58.521758,20378
Monte Castro,10.0,-34.624477,-58.517787,20379
Monte Castro,10.0,-34.624393,-58.516739,20380
Villa Devoto,11.0,-34.597289,-58.516041,20381
Villa Pueyrredón,12.0,-34.586424,-58.506246,20382
Villa Devoto,11.0,-34.595566,-58.506183,20383
Villa Del Parque,11.0,-34.606492,-58.493127,20384
Agronomía,15.0,-34.589689,-58.490212,20385
Villa Lugano,8.0,-34.66752,-58.489878,20386
Villa Urquiza,12.0,-34.57381,-58.489778,20387
Villa Luro,10.0,-34.641646,-58.488757,20388
Floresta,10.0,-34.622613,-58.486983,20389
Villa Urquiza,12.0,-34.57341,-58.478138,20390
Parque Avellaneda,9.0,-34.642901,-58.475592,20391
Parque Avellaneda,9.0,-34.645366,-58.466002,20392
Villa Gral. Mitre,11.0,-34.614413,-58.465488,20393
Villa Gral. Mitre,11.0,-34.605597,-58.460089,20394
Flores,7.0,-34.624807,-58.454484,20395
Chacarita,15.0,-34.591407,-58.453466,20396
Villa Crespo,15.0,-34.598309,-58.444347,20397
Flores,7.0,-34.647058,-58.443866,20398
Villa Crespo,15.0,-34.601332,-58.434991,20399
Parque Chacabuco,7.0,-34.629481,-58.434461,20400
Villa Crespo,15.0,-34.597209,-58.430563,20401
Nueva Pompeya,4.0,-34.645856,-58.429185,20402
Parque Chacabuco,7.0,-34.636221,-58.427203,20403
Almagro,5.0,-34.602882,-58.424738,20404
Nueva Pompeya,4.0,-34.639782,-58.420796,20405
Nueva Pompeya,4.0,-34.644366,-58.41822,20406
Boedo,5.0,-34.624446,-58.417643,20407
Nueva Pompeya,4.0,-34.649304,-58.413377,20408
